IconclassURI,Emojiconclass,IconclassLabel
http://iconclass.org/11H(PHILIP)36,,"the apostle Philip; possible attributes: book, cross, dish with snake, lance, scroll, stone, sword - penitence of male saint"
http://iconclass.org/11H(PHILIP)37,,"the apostle Philip; possible attributes: book, cross, dish with snake, lance, scroll, stone, sword - male saint meditating, in ecstasy"
http://iconclass.org/11H(PHILIP)59,,"the apostle Philip; possible attributes: book, cross, dish with snake, lance, scroll, stone, sword - stigmatization of male saint"
http://iconclass.org/11H(PHILIP)68,,"the apostle Philip; possible attributes: book, cross, dish with snake, lance, scroll, stone, sword - death, deathbed of male saint"
http://iconclass.org/11H(PHILIP)69,,"the apostle Philip; possible attributes: book, cross, dish with snake, lance, scroll, stone, sword - maltreatment of corpse of male saint"
http://iconclass.org/11H(PHILIP)81,,"the apostle Philip; possible attributes: book, cross, dish with snake, lance, scroll, stone, sword - finding, transportation of relics of male saint"
http://iconclass.org/11H(PHILIP)82,,"the apostle Philip; possible attributes: book, cross, dish with snake, lance, scroll, stone, sword - miracles occurring during handling of relics of male saint"
http://iconclass.org/11H(PHILIP)83,,"the apostle Philip; possible attributes: book, cross, dish with snake, lance, scroll, stone, sword - posthumous deeds, appearances of male saints"
http://iconclass.org/11H(PHILIP)84,,"the apostle Philip; possible attributes: book, cross, dish with snake, lance, scroll, stone, sword - beatification, canonization of male saint"
http://iconclass.org/11H(QUINTIN)0,,the martyr Quintin(us) (Quentin) of Vermand; possible attributes: nail(s) - male saint represented in a group
http://iconclass.org/11H(QUINTIN)1,,the martyr Quintin(us) (Quentin) of Vermand; possible attributes: nail(s) - specific aspects ~ male saint
http://iconclass.org/11H(QUINTIN)2,,the martyr Quintin(us) (Quentin) of Vermand; possible attributes: nail(s) - early life of male saint
http://iconclass.org/11H(QUINTIN)3,,the martyr Quintin(us) (Quentin) of Vermand; possible attributes: nail(s) - personal devotion of male saint
http://iconclass.org/11H(QUINTIN)4,,the martyr Quintin(us) (Quentin) of Vermand; possible attributes: nail(s) - non-miraculous activities and events ~ male saint
http://iconclass.org/11H(QUINTIN)5,,the martyr Quintin(us) (Quentin) of Vermand; possible attributes: nail(s) - miraculous activities and events ~ male saint
http://iconclass.org/11H(QUINTIN)6,,"martyrdom, suffering, misfortune, death of St. Quintin"
http://iconclass.org/11H(QUINTIN)7,,"the martyr Quintin(us) (Quentin) of Vermand; possible attributes: nail(s) - apotheosis, glory, triumph of male saint"
http://iconclass.org/11H(QUINTIN)8,,post-mortem occurrences ~ St. Quintin
http://iconclass.org/11H(QUINTIN)9,,the martyr Quintin(us) (Quentin) of Vermand; possible attributes: nail(s) - portrait of male saint
http://iconclass.org/11H(RAYMUND)0,,"the Dominican friar and founder of the Mercedarians, Raymund of Pennafort; possible attributes: crucifix, key, lily - male saint represented in a group"
http://iconclass.org/11H(RAYMUND)1,,"the Dominican friar and founder of the Mercedarians, Raymund of Pennafort; possible attributes: crucifix, key, lily - specific aspects ~ male saint"
http://iconclass.org/11H(RAYMUND)2,,"the Dominican friar and founder of the Mercedarians, Raymund of Pennafort; possible attributes: crucifix, key, lily - early life of male saint"
http://iconclass.org/11H(RAYMUND)3,,"the Dominican friar and founder of the Mercedarians, Raymund of Pennafort; possible attributes: crucifix, key, lily - personal devotion of male saint"
http://iconclass.org/11H(RAYMUND)4,,"the Dominican friar and founder of the Mercedarians, Raymund of Pennafort; possible attributes: crucifix, key, lily - non-miraculous activities and events ~ male saint"
http://iconclass.org/11H(RAYMUND)5,,miraculous activities and events ~ St. Raymund
http://iconclass.org/11H(RAYMUND)6,,"the Dominican friar and founder of the Mercedarians, Raymund of Pennafort; possible attributes: crucifix, key, lily - martyrdom, suffering, misfortune, death of male saint"
http://iconclass.org/11H(RAYMUND)7,,"the Dominican friar and founder of the Mercedarians, Raymund of Pennafort; possible attributes: crucifix, key, lily - apotheosis, glory, triumph of male saint"
http://iconclass.org/11H(RAYMUND)8,,"the Dominican friar and founder of the Mercedarians, Raymund of Pennafort; possible attributes: crucifix, key, lily - post-mortem occurrences ~ male saint"
http://iconclass.org/11H(RAYMUND)9,,"the Dominican friar and founder of the Mercedarians, Raymund of Pennafort; possible attributes: crucifix, key, lily - portrait of male saint"
http://iconclass.org/11H(REMIGIUS),,"bishop Remigius (Rémi) of Rheims; possible attributes: dove with a phial of oil in its beak, (kneeling) maiden, phial of oil"
http://iconclass.org/11H(ROMUALD)0,,"the Benedictine monk Romuald of Camaldoli (or Ravenna), founder of the Camaldolese Order; possible attributes: book, T-shaped staff - male saint represented in a group"
http://iconclass.org/11H(ROMUALD)1,,specific aspects ~ St. Romuald
http://iconclass.org/11H(ROMUALD)2,,"the Benedictine monk Romuald of Camaldoli (or Ravenna), founder of the Camaldolese Order; possible attributes: book, T-shaped staff - early life of male saint"
http://iconclass.org/11H(ROMUALD)3,,personal devotion of St. Romuald
http://iconclass.org/11H(ROMUALD)4,,non-miraculous activities and events ~ St. Romuald
http://iconclass.org/11H(ROMUALD)5,,"the Benedictine monk Romuald of Camaldoli (or Ravenna), founder of the Camaldolese Order; possible attributes: book, T-shaped staff - miraculous activities and events ~ male saint"
http://iconclass.org/11H(ROMUALD)6,,"the Benedictine monk Romuald of Camaldoli (or Ravenna), founder of the Camaldolese Order; possible attributes: book, T-shaped staff - martyrdom, suffering, misfortune, death of male saint"
http://iconclass.org/11H(ROMUALD)7,,"the Benedictine monk Romuald of Camaldoli (or Ravenna), founder of the Camaldolese Order; possible attributes: book, T-shaped staff - apotheosis, glory, triumph of male saint"
http://iconclass.org/11H(ROMUALD)8,,"the Benedictine monk Romuald of Camaldoli (or Ravenna), founder of the Camaldolese Order; possible attributes: book, T-shaped staff - post-mortem occurrences ~ male saint"
http://iconclass.org/11H(ROMUALD)9,,"the Benedictine monk Romuald of Camaldoli (or Ravenna), founder of the Camaldolese Order; possible attributes: book, T-shaped staff - portrait of male saint"
http://iconclass.org/11H(RUMBOLD)0,,"the hermit, martyr, and possibly former bishop of Dublin, Rum(b)old (Rombaut) of Malines; possible attributes: axe, hoe - male saint represented in a group"
http://iconclass.org/11H(RUMBOLD)1,,"the hermit, martyr, and possibly former bishop of Dublin, Rum(b)old (Rombaut) of Malines; possible attributes: axe, hoe - specific aspects ~ male saint"
http://iconclass.org/11H(RUMBOLD)2,,"the hermit, martyr, and possibly former bishop of Dublin, Rum(b)old (Rombaut) of Malines; possible attributes: axe, hoe - early life of male saint"
http://iconclass.org/11H(RUMBOLD)3,,"the hermit, martyr, and possibly former bishop of Dublin, Rum(b)old (Rombaut) of Malines; possible attributes: axe, hoe - personal devotion of male saint"
http://iconclass.org/11H(RUMBOLD)4,,non-miraculous activities and events ~ St. Rumbold
http://iconclass.org/11H(RUMBOLD)5,,miraculous activities and events ~ St. Rumbold
http://iconclass.org/11H(RUMBOLD)6,,"martyrdom, suffering, misfortune, death of St. Rumbold"
http://iconclass.org/11H(RUMBOLD)7,,"the hermit, martyr, and possibly former bishop of Dublin, Rum(b)old (Rombaut) of Malines; possible attributes: axe, hoe - apotheosis, glory, triumph of male saint"
http://iconclass.org/11H(RUMBOLD)8,,"the hermit, martyr, and possibly former bishop of Dublin, Rum(b)old (Rombaut) of Malines; possible attributes: axe, hoe - post-mortem occurrences ~ male saint"
http://iconclass.org/11H(RUMBOLD)9,,"the hermit, martyr, and possibly former bishop of Dublin, Rum(b)old (Rombaut) of Malines; possible attributes: axe, hoe - portrait of male saint"
http://iconclass.org/11H(SEBALD)11,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - male saint as patron, protector, intercessor"
http://iconclass.org/11H(SEBALD)12,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
http://iconclass.org/11H(SEBALD)13,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - male saint as founder of Order"
http://iconclass.org/11H(SEBALD)31,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - vocation, conversion of male saint"
http://iconclass.org/11H(SEBALD)32,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - baptism, consecration, taking vows of male saint"
http://iconclass.org/11H(SEBALD)33,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - renouncing worldly goods, ascetic life of male saint"
http://iconclass.org/11H(SEBALD)34,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - vision(s), mystic marriage of male saint"
http://iconclass.org/11H(SEBALD)35,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - temptation of male saint"
http://iconclass.org/11H(SEBALD)36,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - penitence of male saint"
http://iconclass.org/11H(SEBALD)37,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - male saint meditating, in ecstasy"
http://iconclass.org/11H(SEBALD)51,,St. Sebald cures a man from blindness
http://iconclass.org/11H(SEBALD)52,,St. Sebald meeting Willibald and Wunibald; he changes water into wine and stones into bread
http://iconclass.org/11H(SEBALD)53,,St. Sebald makes a burning fire out of icicles
http://iconclass.org/11H(SEBALD)59,,miraculous activities and events ~ St. Sebald - stigmatization of male saint
http://iconclass.org/11H(SEBALD)68,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - death, deathbed of male saint"
http://iconclass.org/11H(SEBALD)69,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - maltreatment of corpse of male saint"
http://iconclass.org/11H(SEBALD)81,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - finding, transportation of relics of male saint"
http://iconclass.org/11H(SEBALD)82,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - miracles occurring during handling of relics of male saint"
http://iconclass.org/11H(SEBALD)83,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - posthumous deeds, appearances of male saints"
http://iconclass.org/11H(SEBALD)84,,"the hermit and pilgrim Sebald of Nuremberg; possible attributes: crown (at his feet or on book), model of church - beatification, canonization of male saint"
http://iconclass.org/11H(SEVERUS)0,,"the weaver Severus, bishop of Ravenna; possible attributes: dove, weaver's loom and tools - male saint represented in a group"
http://iconclass.org/11H(SEVERUS)1,,specific aspects ~ St. Severus
http://iconclass.org/11H(SEVERUS)2,,"the weaver Severus, bishop of Ravenna; possible attributes: dove, weaver's loom and tools - early life of male saint"
http://iconclass.org/11H(SEVERUS)3,,personal devotion of St. Severus
http://iconclass.org/11H(SEVERUS)4,,"the weaver Severus, bishop of Ravenna; possible attributes: dove, weaver's loom and tools - non-miraculous activities and events ~ male saint"
http://iconclass.org/11H(SEVERUS)5,,"the weaver Severus, bishop of Ravenna; possible attributes: dove, weaver's loom and tools - miraculous activities and events ~ male saint"
http://iconclass.org/11H(SEVERUS)6,,"martyrdom, suffering, misfortune, death of St. Severus"
http://iconclass.org/11H(SEVERUS)7,,"the weaver Severus, bishop of Ravenna; possible attributes: dove, weaver's loom and tools - apotheosis, glory, triumph of male saint"
http://iconclass.org/11H(SEVERUS)8,,"the weaver Severus, bishop of Ravenna; possible attributes: dove, weaver's loom and tools - post-mortem occurrences ~ male saint"
http://iconclass.org/11H(SEVERUS)9,,"the weaver Severus, bishop of Ravenna; possible attributes: dove, weaver's loom and tools - portrait of male saint"
http://iconclass.org/11H(SIMEON)11,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - male saint as patron, protector, intercessor"
http://iconclass.org/11H(SIMEON)12,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
http://iconclass.org/11H(SIMEON)13,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - male saint as founder of Order"
http://iconclass.org/11H(SIMEON)31,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - vocation, conversion of male saint"
http://iconclass.org/11H(SIMEON)32,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - baptism, consecration, taking vows of male saint"
http://iconclass.org/11H(SIMEON)33,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - renouncing worldly goods, ascetic life of male saint"
http://iconclass.org/11H(SIMEON)34,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - vision(s), mystic marriage of male saint"
http://iconclass.org/11H(SIMEON)35,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - temptation of male saint"
http://iconclass.org/11H(SIMEON)36,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - penitence of male saint"
http://iconclass.org/11H(SIMEON)37,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - male saint meditating, in ecstasy"
http://iconclass.org/11H(SIMEON)59,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - stigmatization of male saint"
http://iconclass.org/11H(SIMEON)68,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - death, deathbed of male saint"
http://iconclass.org/11H(SIMEON)69,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - maltreatment of corpse of male saint"
http://iconclass.org/11H(SIMEON)81,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - finding, transportation of relics of male saint"
http://iconclass.org/11H(SIMEON)82,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - miracles occurring during handling of relics of male saint"
http://iconclass.org/11H(SIMEON)83,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - posthumous deeds, appearances of male saints"
http://iconclass.org/11H(SIMEON)84,,"Simeon Christophorus (the Just, the Grey); possible attributes: the infant Christ in his arms - beatification, canonization of male saint"
http://iconclass.org/11H(SIMON)119,,"the apostle Simon Zelotes (or Simon the Canaanite); possible attributes: book, saw, scroll - male saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11H(SIMON)131,,"the apostle Simon Zelotes (or Simon the Canaanite); possible attributes: book, saw, scroll - male saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11H(STEPHEN)0,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - male saint represented in a group"
http://iconclass.org/11H(STEPHEN)1,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - specific aspects ~ male saint"
http://iconclass.org/11H(STEPHEN)2,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - early life of male saint"
http://iconclass.org/11H(STEPHEN)3,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - personal devotion of male saint"
http://iconclass.org/11H(STEPHEN)4,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - non-miraculous activities and events ~ male saint"
http://iconclass.org/11H(STEPHEN)5,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - miraculous activities and events ~ male saint"
http://iconclass.org/11H(STEPHEN)6,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - martyrdom, suffering, misfortune, death of male saint"
http://iconclass.org/11H(STEPHEN)7,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - apotheosis, glory, triumph of male saint"
http://iconclass.org/11H(STEPHEN)8,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - post-mortem occurrences ~ male saint"
http://iconclass.org/11H(STEPHEN)9,,"the deacon and (proto)martyr Stephen; possible attributes: censer, stones - portrait of male saint"
http://iconclass.org/11H(THOMAS)11,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - male saint as patron, protector, intercessor"
http://iconclass.org/11H(THOMAS)12,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
http://iconclass.org/11H(THOMAS)13,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - male saint as founder of Order"
http://iconclass.org/11H(THOMAS)31,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - vocation, conversion of male saint"
http://iconclass.org/11H(THOMAS)32,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - baptism, consecration, taking vows of male saint"
http://iconclass.org/11H(THOMAS)33,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - renouncing worldly goods, ascetic life of male saint"
http://iconclass.org/11H(THOMAS)34,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - vision(s), mystic marriage of male saint"
http://iconclass.org/11H(THOMAS)35,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - temptation of male saint"
http://iconclass.org/11H(THOMAS)36,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - penitence of male saint"
http://iconclass.org/11H(THOMAS)37,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - male saint meditating, in ecstasy"
http://iconclass.org/11H(THOMAS)59,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - stigmatization of male saint"
http://iconclass.org/11H(THOMAS)68,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - death, deathbed of male saint"
http://iconclass.org/11H(THOMAS)69,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - maltreatment of corpse of male saint"
http://iconclass.org/11H(THOMAS)81,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - finding, transportation of relics of male saint"
http://iconclass.org/11H(THOMAS)82,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - miracles occurring during handling of relics of male saint"
http://iconclass.org/11H(THOMAS)83,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - posthumous deeds, appearances of male saints"
http://iconclass.org/11H(THOMAS)84,,"the apostle Thomas; possible attributes: book, chalice, girdle, heart, lance or spear, scroll, square, stones - beatification, canonization of male saint"
http://iconclass.org/11H(ULRICH)11,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - male saint as patron, protector, intercessor"
http://iconclass.org/11H(ULRICH)12,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
http://iconclass.org/11H(ULRICH)13,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - male saint as founder of Order"
http://iconclass.org/11H(ULRICH)31,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - vocation, conversion of male saint"
http://iconclass.org/11H(ULRICH)32,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - baptism, consecration, taking vows of male saint"
http://iconclass.org/11H(ULRICH)33,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - renouncing worldly goods, ascetic life of male saint"
http://iconclass.org/11H(ULRICH)34,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - vision(s), mystic marriage of male saint"
http://iconclass.org/11H(ULRICH)35,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - temptation of male saint"
http://iconclass.org/11H(ULRICH)36,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - penitence of male saint"
http://iconclass.org/11H(ULRICH)37,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - male saint meditating, in ecstasy"
http://iconclass.org/11H(ULRICH)51,,St. Ulrich in the battle against the Hungarians: an angel with a cross of victory appears to him
http://iconclass.org/11H(ULRICH)52,,"during dinner on Friday, a goose-leg, offered by St. Ulrich to a messenger from the duke of Bavaria, changes into a fish"
http://iconclass.org/11H(ULRICH)59,,miraculous activities and events ~ St. Ulrich - stigmatization of male saint
http://iconclass.org/11H(ULRICH)68,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - death, deathbed of male saint"
http://iconclass.org/11H(ULRICH)69,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - maltreatment of corpse of male saint"
http://iconclass.org/11H(ULRICH)81,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - finding, transportation of relics of male saint"
http://iconclass.org/11H(ULRICH)82,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - miracles occurring during handling of relics of male saint"
http://iconclass.org/11H(ULRICH)83,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - posthumous deeds, appearances of male saints"
http://iconclass.org/11H(ULRICH)84,,"Ulrich, bishop of Augsburg; possible attributes: fish, rat - beatification, canonization of male saint"
http://iconclass.org/11H(VEDASTUS),,"bishop Vedastus (Foster, Vaast) of Arras; possible attributes: bear, wolf (with dead goose)"
http://iconclass.org/11H(VICTOR)11,,St. Victor as knight on horseback
http://iconclass.org/11H(VICTOR)12,,"specific aspects ~ St. Victor - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
http://iconclass.org/11H(VICTOR)13,,specific aspects ~ St. Victor - male saint as founder of Order
http://iconclass.org/11H(VICTOR)31,,"the martyr Victor of Marseilles; possible attributes: millstone - vocation, conversion of male saint"
http://iconclass.org/11H(VICTOR)32,,"the martyr Victor of Marseilles; possible attributes: millstone - baptism, consecration, taking vows of male saint"
http://iconclass.org/11H(VICTOR)33,,"the martyr Victor of Marseilles; possible attributes: millstone - renouncing worldly goods, ascetic life of male saint"
http://iconclass.org/11H(VICTOR)34,,"the martyr Victor of Marseilles; possible attributes: millstone - vision(s), mystic marriage of male saint"
http://iconclass.org/11H(VICTOR)35,,the martyr Victor of Marseilles; possible attributes: millstone - temptation of male saint
http://iconclass.org/11H(VICTOR)36,,the martyr Victor of Marseilles; possible attributes: millstone - penitence of male saint
http://iconclass.org/11H(VICTOR)37,,"the martyr Victor of Marseilles; possible attributes: millstone - male saint meditating, in ecstasy"
http://iconclass.org/11H(VICTOR)59,,the martyr Victor of Marseilles; possible attributes: millstone - stigmatization of male saint
http://iconclass.org/11H(VICTOR)61,,St. Victor in prison converts three fellow prisoners
http://iconclass.org/11H(VICTOR)62,,St. Victor is scourged; he is comforted by Christ
http://iconclass.org/11H(VICTOR)63,,St. Victor is crushed beteen two millstones; the stones break
http://iconclass.org/11H(VICTOR)68,,St. Victor is beheaded
http://iconclass.org/11H(VICTOR)69,,the body of St. Victor is thrown into the sea
http://iconclass.org/11H(VICTOR)81,,"the martyr Victor of Marseilles; possible attributes: millstone - finding, transportation of relics of male saint"
http://iconclass.org/11H(VICTOR)82,,the martyr Victor of Marseilles; possible attributes: millstone - miracles occurring during handling of relics of male saint
http://iconclass.org/11H(VICTOR)83,,"the martyr Victor of Marseilles; possible attributes: millstone - posthumous deeds, appearances of male saints"
http://iconclass.org/11H(VICTOR)84,,"the martyr Victor of Marseilles; possible attributes: millstone - beatification, canonization of male saint"
http://iconclass.org/11H(VINCENT)0,,"the deacon and martyr Vincent of Saragossa (or Valencia); possible attributes: book, bunch of grapes, dalmatic, gridiron (with spikes), millstone, raven, ship - male saint represented in a group"
http://iconclass.org/11H(VINCENT)1,,specific aspects ~ St. Vincent
http://iconclass.org/11H(VINCENT)2,,"the deacon and martyr Vincent of Saragossa (or Valencia); possible attributes: book, bunch of grapes, dalmatic, gridiron (with spikes), millstone, raven, ship - early life of male saint"
http://iconclass.org/11H(VINCENT)3,,"the deacon and martyr Vincent of Saragossa (or Valencia); possible attributes: book, bunch of grapes, dalmatic, gridiron (with spikes), millstone, raven, ship - personal devotion of male saint"
http://iconclass.org/11H(VINCENT)4,,"the deacon and martyr Vincent of Saragossa (or Valencia); possible attributes: book, bunch of grapes, dalmatic, gridiron (with spikes), millstone, raven, ship - non-miraculous activities and events ~ male saint"
http://iconclass.org/11H(VINCENT)5,,"the deacon and martyr Vincent of Saragossa (or Valencia); possible attributes: book, bunch of grapes, dalmatic, gridiron (with spikes), millstone, raven, ship - miraculous activities and events ~ male saint"
http://iconclass.org/11H(VINCENT)6,,"martyrdom, suffering, misfortune, death of St. Vincent"
http://iconclass.org/11H(VINCENT)7,,"the deacon and martyr Vincent of Saragossa (or Valencia); possible attributes: book, bunch of grapes, dalmatic, gridiron (with spikes), millstone, raven, ship - apotheosis, glory, triumph of male saint"
http://iconclass.org/11H(VINCENT)8,,"the deacon and martyr Vincent of Saragossa (or Valencia); possible attributes: book, bunch of grapes, dalmatic, gridiron (with spikes), millstone, raven, ship - post-mortem occurrences ~ male saint"
http://iconclass.org/11H(VINCENT)9,,"the deacon and martyr Vincent of Saragossa (or Valencia); possible attributes: book, bunch of grapes, dalmatic, gridiron (with spikes), millstone, raven, ship - portrait of male saint"
http://iconclass.org/11H(VITUS)119,,"the martyr Vitus (Veit, Guy); possible attributes: bird, cauldron, cock, dog, hare, lamp, lion, loaf, model of church, stick (or cudgel) - male saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11H(VITUS)131,,"the martyr Vitus (Veit, Guy); possible attributes: bird, cauldron, cock, dog, hare, lamp, lion, loaf, model of church, stick (or cudgel) - male saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11H(VITUS)531,,St. Vitus cures his father from blindness
http://iconclass.org/11H(ZENOBIUS),,"the bishop of Florence, Zenobius; possible attributes: fleur-de-lis (emblem of Florence) in his halo, on his cope or on a book"
http://iconclass.org/11HH(AFRA)119,,"the harlot and martyr Afra of Augsburg; possible attributes: dead tree, jar of ointment, stake, woodstack - female saint protecting devotees with cloak, 'Schutzmantel'"
http://iconclass.org/11HH(AFRA)131,,"the harlot and martyr Afra of Augsburg; possible attributes: dead tree, jar of ointment, stake, woodstack - female saint ~ confirmation of Order, approval of Rule(s)"
http://iconclass.org/11HH(AGATHA)0,,"the virgin martyr Agatha of Catania; possible attributes: breasts on dish, burning house, loaf, taper or candle, tongs - female saint represented in a group"
http://iconclass.org/11HH(AGATHA)1,,specific aspects ~ St. Agatha
http://iconclass.org/11HH(AGATHA)2,,"the virgin martyr Agatha of Catania; possible attributes: breasts on dish, burning house, loaf, taper or candle, tongs - early life of female saint"
http://iconclass.org/11HH(AGATHA)3,,"the virgin martyr Agatha of Catania; possible attributes: breasts on dish, burning house, loaf, taper or candle, tongs - personal devotion of female saint"
http://iconclass.org/11HH(AGATHA)4,,"the virgin martyr Agatha of Catania; possible attributes: breasts on dish, burning house, loaf, taper or candle, tongs - non-miraculous activities and events ~ female saint"
http://iconclass.org/11HH(AGATHA)5,,"the virgin martyr Agatha of Catania; possible attributes: breasts on dish, burning house, loaf, taper or candle, tongs - miraculous activities and events ~ female saint"
http://iconclass.org/11HH(AGATHA)6,,"martyrdom, suffering, misfortune, death of St. Agatha"
http://iconclass.org/11HH(AGATHA)7,,glory of St. Agatha: she is crowned in heaven
http://iconclass.org/11HH(AGATHA)8,,post-mortem occurrences ~ St. Agatha
http://iconclass.org/11HH(AGATHA)9,,"the virgin martyr Agatha of Catania; possible attributes: breasts on dish, burning house, loaf, taper or candle, tongs - portrait of female saint"
http://iconclass.org/11HH(AGNES)11,,"the virgin martyr Agnes of Rome; possible attributes: lamb, ring - female saint as patroness, protectress, intercessor"
http://iconclass.org/11HH(AGNES)12,,"the virgin martyr Agnes of Rome; possible attributes: lamb, ring - female saint writing, studying, teaching, dictating"
http://iconclass.org/11HH(AGNES)13,,"the virgin martyr Agnes of Rome; possible attributes: lamb, ring - female saint as foundress of Order"
http://iconclass.org/11HH(AGNES)31,,"personal devotion of St. Agnes - vocation, conversion of female saint"
